School ID,School Name,ZIP,Years on Probation,NWEA or Scantron,Growth Overall Level,Growth Overall Reading and Math,Reading Growth Grade 3,Reading Growth Grade 4,Reading Growth Grade 5,Reading Growth Grade 6,Reading Growth Grade 7,Reading Growth Grade 8,Reading Growth All Grades,Math Growth Grade 3,Math Growth Grade 4,Math Growth Grade 5,Math Growth Grade 6,Math Growth Grade 7,Math Growth Grade 8,Math Growth All Grades,Student Performance Level,Student Performance Reading and Math,Reading Performance Grade 3,Reading Performance Grade 4,Reading Performance Grade 5,Reading Performance Grade 6,Reading Performance Grade 7,Reading Performance Grade 8,Reading Performance All Grades,Math Performance Grade 3,Math Performance Grade 4,Math Performance Grade 5,Math Performance Grade 6,Math Performance Grade 7,Math Performance Grade 8,Math Performance All Grades,Reading Growth African American,Reading Growth Hispanic,Reading Growth White,Reading Growth Students with Disabilities,Reading Growth English Language Learners,Reading Growth Free and Reduced Lunch,Math Growth African American,Math Growth Hispanic,Math Growth White,Math Growth Students with Disabilities,Math Growth English Language Learners,Math Growth Free and Reduced  Lunch,Overall Foundation,Involved Families,Supportive Environment,Ambitious Instruction,Effective Leaders,Collaborative Teachers,Safety,Misconducts Resulting in Suspensions 2011 - Percent,Misconducts Resulting in Suspensions 2012 - Percent,Average Days of Suspension 2011,Average Days of Suspension 2012,Student Attendance 2011 - Percent,Student Attendance 2012 - Percent,Teacher Attendance 2011 - Percent,Teacher Attendance 2012 - Percent,Healthy School Certified,Blue Ribbon Award,Blue Ribbon Award Year
609971,John Harvard Elementary School of Excellence,60620,11,NWEA,Average,51.40%,62.20%,35.70%,55.60%,52.50%,52.30%,51.40%,51.70%,58.70%,31.70%,59.50%,72.50%,40.50%,42.40%,51%,Far Below Average,25.20%,15.40%,22.20%,34.10%,28.30%,14.90%,47.60%,26.40%,16%,11.10%,22.20%,32.60%,34%,28.60%,24%,51.70%,,,60%,,51.70%,51.10%,,,60%,,51.10%,Not Yet Organized,Very Weak,Neutral,Neutral,Weak,Weak,Neutral,55.70%,77.10%,6.2,3.4,93%,91.60%,96%,95.50%,No,No,
609972,Helge A Haugan Elementary School,60625,0,Scantron,Above Average,64.80%,59.60%,67.20%,66.40%,50%,,,62.30%,65.30%,73.50%,82.80%,36.10%,,,67.50%,Below Average,41.70%,32.20%,33.60%,37.20%,32%,,,34%,37.60%,52.40%,66.90%,41.30%,,,49.80%,,63%,,46.90%,56.10%,62.40%,,66.90%,,74.50%,67.50%,67.80%,Partially Organized,Weak,Neutral,Neutral,Neutral,Weak,Neutral,15.80%,21.30%,1.5,1.4,96.20%,93.80%,94.60%,94.70%,No,No,
609973,Emiliano Zapata Elementary Academy,60623,0,NWEA,Above Average,61.30%,45.30%,55.20%,76.30%,68.10%,62%,51.20%,58.80%,63.20%,57.50%,73.50%,63.80%,59.20%,65.50%,63.80%,Below Average,43.70%,28.40%,38.20%,45.50%,34.20%,51.40%,47.70%,40.60%,49.50%,55.10%,48.90%,35.60%,40.30%,48.80%,46.90%,,58.90%,,59.40%,55.20%,58.70%,,63.90%,,74.30%,59.10%,63.50%,Well-organized,Strong,Not Enough Data,Not Enough Data,Strong,Strong,Not Enough Data,70.40%,81.30%,3.3,1.7,96.60%,95.20%,96.80%,96.10%,No,No,
609986,Charles R Henderson Elementary School,60636,6,Scantron,Average,50.60%,40%,30%,,36.40%,55.60%,63.60%,44.30%,50%,,,54.50%,52.60%,57.10%,54.90%,Far Below Average,18.40%,14%,15.80%,13.60%,6.30%,22.60%,28.20%,16.70%,20.50%,15.80%,17.80%,15.60%,22.60%,28.20%,20.10%,44.30%,,,,,44.10%,54.50%,,,,,55.60%,Moderately Organized,Not Enough Data,Neutral,Neutral,Not Enough Data,Not Enough Data,Very Weak,87.30%,80.90%,2.1,1.6,89.20%,90.20%,93.60%,94.30%,No,No,
609974,Hawthorne Elementary Scholastic Academy,60657,0,Scantron,Above Average,61.80%,46.90%,54.10%,71.40%,61.70%,55.20%,66.70%,59.30%,67.20%,50%,68.30%,71.70%,76.40%,52.70%,64.40%,Far Above Average,85.40%,81.50%,77.40%,84.10%,85%,88.10%,83.60%,83.20%,83.90%,88.30%,93.70%,86.70%,89.30%,83.90%,87.70%,46.30%,50.50%,65.10%,42.60%,,46%,56.90%,60%,68.70%,31.30%,,55.20%,Well-organized,Very Strong,Neutral,Neutral,Very Strong,Strong,Very Strong,50%,,7,,96.90%,97.10%,96.50%,95.90%,Yes,No,
609975,John Hay Elementary Community Academy,60651,6,Scantron,Average,54.80%,47.50%,40%,51.60%,60.40%,50%,63.20%,51.80%,45.90%,72.70%,71.90%,68%,38.10%,44.40%,57.90%,Below Average,39.30%,29.70%,20.80%,25.80%,45.60%,37.50%,50%,34%,27%,51.10%,63.60%,48.10%,30.40%,47.20%,44.90%,51.40%,,,24.40%,,51.70%,58.20%,,,40%,,57.80%,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,69.40%,72.30%,1.7,1.7,92.90%,91.50%,97.10%,96%,No,No,
609976,Stephen K Hayt Elementary School,60660,0,Scantron,Above Average,55.50%,57.10%,39.70%,47.40%,57.10%,53.70%,54.70%,52%,78.60%,58.50%,51.10%,54.20%,47.30%,63.40%,59.10%,Above Average,56.90%,53.50%,46.20%,45.40%,43.10%,59.40%,53.80%,50.70%,58.60%,63.60%,67.70%,54.70%,61.10%,73.30%,63%,42.40%,56.10%,54.30%,39.60%,44.60%,53%,57.10%,55.10%,56.80%,50%,63.90%,59.10%,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Strong,7.70%,11.20%,2.3,2.4,95.60%,94.30%,96%,96.70%,No,No,
609977,Woodlawn Community Elementary School,60637,0,Scantron,Above Average,64.50%,84.60%,56.70%,53.80%,75.90%,,,66.10%,69.20%,36.70%,56.40%,93.10%,,,62.90%,Average,52%,59.30%,48.40%,46.30%,55.20%,,,51.60%,51.90%,32.30%,48.80%,79.30%,,,52.30%,66.10%,,,,,66.10%,62.90%,,,,,62.70%,Partially Organized,Neutral,Not Enough Data,Not Enough Data,Very Weak,Weak,Not Enough Data,61.70%,88.50%,1.6,1.6,93.90%,94.50%,94.30%,92.70%,No,No,
609978,Wendell Smith Elementary School,60628,6,Scantron,Below Average,43.20%,44.10%,25%,40%,40.70%,43.50%,56%,40.90%,68.60%,26.70%,48.30%,44%,50%,30.80%,45.50%,Far Below Average,24%,15%,11.80%,9.10%,25.90%,30.80%,33.30%,19.80%,27.50%,15.60%,40.60%,26.90%,19.20%,39.30%,28.30%,40.40%,,,,,40.60%,45.10%,,,,,45.20%,Partially Organized,Not Enough Data,Very Weak,Very Weak,Not Enough Data,Not Enough Data,Very Weak,62.10%,70.10%,1.6,1.9,92.10%,90.50%,94.10%,92.30%,Yes,No,
609979,Robert Healy Elementary School,60616,0,NWEA,Far Above Average,75%,66.10%,68.30%,81.50%,74.50%,73.90%,75.20%,73.60%,79.20%,71.40%,86.30%,78.10%,66.10%,74.10%,76.30%,Far Above Average,71%,60.70%,69.20%,65.80%,73.60%,72.10%,77.20%,69.90%,64.30%,75%,75%,76.40%,72.20%,68.90%,72.10%,,71.60%,71.80%,73%,77.50%,73.80%,,75.30%,65.20%,73.10%,88.80%,76.80%,Organized,Neutral,Neutral,Neutral,Strong,Neutral,Neutral,45%,28.70%,1.6,1.5,96.60%,96.20%,97.10%,96.70%,Pending,No,
609981,Phobe Apperson Hearst Elementary School,60638,6,Scantron,Average,49.40%,47.60%,42.10%,40%,45.50%,61.10%,76.20%,52.10%,31.60%,40%,15%,70%,53.30%,66.70%,46.40%,Far Below Average,21.80%,11.50%,15%,4.20%,8.70%,15.80%,37.50%,15.40%,10%,12.50%,8.70%,39.10%,50%,52.20%,28.90%,45.80%,64.90%,,,,52.60%,44.70%,48.50%,,,,46.70%,Partially Organized,Not Enough Data,Weak,Weak,Not Enough Data,Not Enough Data,Weak,31.80%,58.90%,2.1,1.6,92.10%,92.30%,95.80%,96%,No,No,
609983,James Hedges Elementary School,60609,0,NWEA,Above Average,61%,53.30%,57.60%,67.10%,64.30%,76.90%,41.50%,60.60%,37%,59.50%,64.30%,61.90%,68.20%,80.90%,61.40%,Below Average,32.40%,13.80%,36%,32.90%,40.80%,45.50%,31.90%,33.40%,14.80%,39.50%,38.40%,28%,30.40%,34.60%,31.30%,,60.50%,,,58.30%,60.50%,,62.90%,,,53.30%,61.50%,Partially Organized,Not Enough Data,Weak,Weak,Not Enough Data,Not Enough Data,Weak,7.80%,12.70%,2.5,5.1,95.40%,95%,96.50%,96.70%,No,No,
609985,Helen M Hefferan Elementary School,60624,0,Scantron,Above Average,59.70%,53.30%,40.90%,79.20%,53.30%,57.10%,57.60%,57.20%,60%,31.60%,80%,60.70%,64.30%,66.70%,62.20%,Average,53%,52.90%,36.40%,51.90%,41.90%,42.90%,51.50%,46.20%,58.80%,26.30%,75%,63.30%,42.90%,78.80%,60%,57%,,,44.40%,,57.70%,61.90%,,,64.90%,,62.10%,Well-organized,Neutral,Strong,Strong,Strong,Strong,Strong,87.80%,78.10%,3.7,2.1,93.80%,93.40%,95.90%,96.10%,No,No,
609987,Thomas A Hendricks Elementary Community Academy,60609,6,NWEA,Far Above Average,72%,65%,45.50%,78.30%,79.20%,81%,76.90%,71.30%,57.10%,75%,57.10%,69.20%,81.80%,92.30%,72.70%,Far Below Average,22.10%,7.10%,6.90%,18.50%,31%,20%,38.70%,20.70%,11.50%,20.70%,18.50%,23.30%,18.50%,43.80%,23.40%,71.40%,,,,,71.40%,71.50%,,,,,72.90%,Well-organized,Neutral,Strong,Strong,Neutral,Strong,Weak,58.20%,44.90%,2.9,2.4,91.20%,90.90%,95.60%,95.90%,No,No,
609988,Patrick Henry Elementary School,60618,0,NWEA,Far Above Average,76.90%,83.30%,84%,,75.50%,,,81.20%,68.40%,77.80%,80%,66%,,,72.90%,Average,47.50%,46.40%,53.80%,,47.20%,,,50.40%,47.80%,51.70%,55.10%,30.20%,,,44.80%,,80.90%,,,87.50%,82%,,73.60%,,,82.10%,72.10%,Well-organized,Strong,Very Strong,Very Strong,Neutral,Neutral,Strong,73.50%,58.30%,2.6,1.9,95.10%,93.50%,95.90%,96.20%,Yes,No,
609989,Victor Herbert Elementary School,60612,1,Scantron,Average,49%,56%,45.70%,36.40%,41.70%,62.10%,66.70%,50.90%,60%,44.10%,44.10%,52%,31%,55.20%,47.20%,Below Average,31.90%,25.90%,13.50%,5.90%,19.20%,23.30%,55.20%,23%,33.30%,35.10%,35.30%,42.30%,46.70%,53.30%,40.80%,50.60%,,,35.30%,,50.30%,46.80%,,,37.10%,,47%,Partially Organized,Neutral,Neutral,Neutral,Neutral,Weak,Neutral,74.40%,73.90%,2,1.9,92.80%,90.10%,96.20%,95.10%,No,No,
609990,South Loop Elementary School,60605,0,NWEA,Above Average,65.50%,62.40%,68.90%,68.80%,67.40%,48.90%,65.60%,64.30%,64.30%,63.90%,64.40%,61.50%,71.40%,83.80%,66.70%,Far Above Average,75%,75.50%,85.20%,82.70%,78.20%,75.90%,77.10%,79.50%,67%,80%,70%,71.40%,62.50%,68.40%,70.50%,58.80%,64.70%,70.80%,,,58.10%,65.20%,66.70%,73%,,,67.80%,Partially Organized,Strong,Weak,Weak,Neutral,Weak,Very Strong,67%,97.40%,1.9,1.6,95.30%,95.50%,97.20%,95.60%,Yes,No,
609991,Theodore Herzl Elementary School,60623,6,Scantron,Far Below Average,26.30%,9.50%,37%,36.40%,33.30%,34.40%,15%,26.70%,3%,35.70%,10.70%,24.20%,33.30%,70.60%,25.90%,Far Below Average,14.70%,6.40%,18.50%,4%,18.20%,20.60%,20%,14%,0%,14.30%,3.30%,16.70%,25%,50%,15.50%,26.30%,,,,,26.70%,25.20%,,,,,25.90%,Partially Organized,Weak,Neutral,Strong,Weak,Very Weak,Weak,62.10%,41.40%,3.2,2.4,90.80%,88.60%,97%,95.70%,No,No,
609993,Agustin Lara Elementary Academy,60609,0,NWEA,Average,47.90%,42.90%,42.90%,51.40%,50%,38.80%,51.30%,45.70%,49%,64.30%,38.90%,32.50%,55.10%,59%,50.20%,Below Average,35%,24.10%,60.50%,41.70%,23.30%,44.90%,46.20%,39.40%,24.10%,60.50%,13.50%,11.60%,34.70%,38.50%,30.60%,,45.60%,,,44.20%,45.80%,,49.40%,,,53.50%,50.40%,Partially Organized,Weak,Neutral,Neutral,Neutral,Neutral,Neutral,82%,87.50%,3.6,3,95.50%,93.60%,95.80%,95.80%,No,No,
609994,William G Hibbard Elementary School,60625,0,Scantron,Average,53.80%,40.30%,51.70%,48.20%,68.80%,,,51.90%,48.30%,46.10%,60.20%,71.30%,,,55.70%,Below Average,38.10%,31.50%,29.20%,35.70%,41.90%,,,34.50%,32.70%,32.60%,43.90%,61.50%,,,41.80%,,51.10%,,35.50%,38.50%,51.40%,,56.40%,,41.50%,49.60%,55%,Partially Organized,Neutral,Strong,Neutral,Weak,Weak,Neutral,81.10%,,1.5,,96.50%,95.10%,96.90%,96.70%,No,No,
609995,Rufus M Hitch Elementary School,60646,0,Scantron,Above Average,63.50%,65.60%,72.20%,55.70%,42.60%,62.50%,71.90%,61.60%,77%,56.80%,63.90%,84.80%,57.40%,50.90%,65.40%,Above Average,59.80%,56.50%,51.20%,52.40%,45.80%,52.10%,72.40%,55.60%,59.70%,56.10%,65.10%,75.50%,50%,74.60%,64%,,57.90%,64.70%,60.40%,,61.40%,,61.50%,65.40%,51.10%,,62.60%,Well-organized,Strong,Neutral,Neutral,Strong,Very Strong,Strong,17.40%,10.30%,1.8,1.7,95.10%,95.40%,96.60%,96.80%,Yes,No,
609996,Charles N Holden Elementary School,60608,1,NWEA,Average,50.20%,43.60%,42.60%,53.30%,60%,49.20%,50%,50.30%,54.50%,23.90%,36.10%,54.50%,63.20%,66%,50.10%,Below Average,38.90%,41.40%,41.70%,31.70%,43.30%,37.70%,45.50%,40.10%,48.30%,39.60%,25.40%,26.50%,47.50%,42.60%,37.70%,,52%,41.20%,49%,51.60%,49.40%,,51.10%,47.10%,59.20%,63.60%,50.60%,Partially Organized,Neutral,Weak,Very Weak,Neutral,Neutral,Weak,78.60%,72.50%,3.6,2.8,94.90%,94.10%,96%,95.30%,No,No,
609997,Oliver Wendell Holmes Elementary School,60621,9,Scantron,Far Below Average,28.60%,24.40%,13.20%,15.20%,18.90%,22.60%,23.80%,19.40%,27.50%,28.90%,40.60%,56.80%,34.40%,40.90%,37.80%,Far Below Average,13.10%,7.30%,5%,8.80%,2.70%,20%,13.60%,9.10%,9.80%,22.50%,20.60%,16.20%,19.40%,13%,17.10%,19.70%,,,5.90%,,18.90%,37.90%,,,25%,,37.80%,Not Yet Organized,Weak,Very Weak,Very Weak,Very Weak,Very Weak,Very Weak,45.10%,66.60%,2.5,2.6,87%,87.50%,92.40%,93.40%,No,No,
610000,Julia Ward Howe Elementary School of Excellence,60644,9,NWEA,Above Average,69%,70.70%,59.60%,68.90%,58.60%,69.80%,62.80%,65%,91.20%,55.90%,81.80%,81.40%,69.80%,55.80%,73%,Below Average,38.80%,47%,43.70%,34%,20.60%,29.50%,37.50%,35.70%,51.50%,23.90%,46.90%,38.70%,40%,57.80%,42.10%,65%,,,76.60%,,64.90%,72.90%,,,72%,,72.50%,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,78.60%,79.60%,2.7,2.8,96%,96.30%,97.10%,97.20%,No,No,
610002,Thomas Hoyne Elementary School,60617,0,NWEA,Above Average,55.70%,38.90%,60.90%,52%,47.90%,47.50%,51.90%,48.70%,48.50%,50%,80%,62.50%,66.70%,70.40%,62.90%,Average,46.60%,39.50%,42.30%,70.40%,36.70%,45%,77.80%,49.30%,29.70%,26.10%,74.10%,40.80%,37.50%,63%,43.80%,48.10%,,,47.50%,,49.10%,63.20%,,,48.70%,,61.80%,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,83.30%,,1.8,94.80%,95.50%,95.40%,95%,Pending,No,
610003,Paul Cuffe Math-Science Technology Academy ES,60620,0,Scantron,Above Average,55.60%,34%,69.60%,58.90%,47.20%,65.90%,50%,54.30%,30%,89.80%,56.90%,57.70%,57.50%,43.80%,57%,Average,49.90%,34.60%,40.70%,50.80%,30.20%,69%,40.40%,43.50%,27.80%,71%,51.70%,67.30%,65.90%,54.70%,56.20%,54.30%,,,51.90%,,54.30%,57.40%,,,65.30%,,56.80%,Well-organized,Very Strong,Strong,Strong,Very Strong,Very Strong,Strong,97.60%,96.80%,2,2,93.60%,92.60%,95.40%,95.50%,Yes,No,
610004,Countee Cullen Elementary School,60628,5,Scantron,Above Average,66.40%,76.20%,57.70%,42.40%,70%,53.80%,78.30%,61.10%,66.70%,74.10%,72.70%,88.20%,76.90%,54.50%,71.90%,Average,47.20%,58.30%,34.50%,51.50%,40.90%,37%,65.40%,47.80%,50%,48.40%,51.50%,36.40%,40.70%,50%,46.60%,60.70%,,,,,60.10%,72.30%,,,,,72.30%,Moderately Organized,Not Enough Data,Neutral,Neutral,Not Enough Data,Not Enough Data,Neutral,88.80%,65.50%,1.8,1.2,94.10%,95.40%,96.30%,96.60%,No,No,
610005,Charles Evans Hughes Elementary School,60623,6,Scantron,Below Average,42.70%,11.10%,56.30%,29.60%,53.10%,40%,42.90%,37.70%,48.30%,52.90%,46.20%,60.60%,31.30%,36.40%,47.60%,Below Average,31.80%,3.60%,19%,10.70%,23.50%,11.80%,30.40%,16.60%,21.20%,54.50%,46.40%,57.10%,50%,54.20%,46.30%,37.50%,,,,,37.20%,47.50%,,,,,47.90%,Partially Organized,Not Enough Data,Neutral,Weak,Not Enough Data,Not Enough Data,Weak,,83.30%,,2.6,94.40%,94.80%,94.70%,94.40%,No,No,
610006,Edward N Hurley Elementary School,60629,0,Scantron,Above Average,60.60%,58.70%,61.80%,69.10%,53.60%,57.60%,67.60%,61.50%,69.20%,69.70%,51.90%,59.40%,57.60%,47%,59.70%,Average,46.70%,39.40%,32.90%,36.10%,34.80%,43.30%,44.90%,38.40%,45.70%,55.70%,62.70%,53.60%,67.20%,47.80%,55.10%,,61.60%,,67.40%,59.60%,61.70%,,60.20%,,52.30%,68.10%,60.30%,Well-organized,Strong,Strong,Strong,Neutral,Strong,Strong,63.60%,65.70%,1.6,1.3,95.40%,95.10%,94.90%,95.30%,No,No,
610009,Galileo Math & Science Scholastic Academy ES,60607,0,NWEA,Above Average,63%,58.50%,63.60%,50%,67.80%,45.30%,50%,56.20%,62.50%,68.70%,65.60%,78%,70.90%,73.70%,69.70%,Average,53.50%,63.10%,62.30%,29%,70%,45.50%,60.70%,55.30%,72.30%,55.10%,31.10%,53.30%,40%,56.10%,51.80%,57.50%,56.90%,,48.70%,,56.60%,64.20%,70.80%,,70%,,68.10%,Well-organized,Strong,Strong,Neutral,Strong,Neutral,Very Strong,100%,100%,2.6,2.4,95%,94.70%,97%,95.30%,Pending,No,
610010,Friedrich Ludwig Jahn Elementary School,60657,0,Scantron,Average,50.70%,50%,45.80%,30.80%,50.90%,47.70%,39.60%,44.30%,47.20%,37%,63.20%,75.90%,59.50%,56.90%,57.30%,Below Average,40.70%,39.50%,36.70%,28.20%,42.90%,48.90%,38.90%,39.60%,39.50%,26%,43.60%,48.20%,46.80%,46.30%,41.90%,29.80%,47%,,26.40%,,44.60%,54%,57.30%,,44.20%,,55.50%,Partially Organized,Neutral,Not Enough Data,Not Enough Data,Neutral,Weak,Not Enough Data,18.60%,44.90%,4.9,3,94.70%,93.90%,94.70%,94.40%,Yes,No,
610011,Minnie Mars Jamieson Elementary School,60659,0,NWEA,Above Average,67.80%,71.80%,75.80%,67.60%,72%,60.70%,64.60%,68.40%,87.80%,69.20%,54.80%,46.30%,72.30%,73.20%,67.10%,Above Average,64.60%,60.50%,54.30%,57.50%,75%,66.70%,77.10%,65.60%,73.10%,66.70%,51.30%,53.60%,65.10%,72.30%,63.50%,,66.20%,64.70%,61.50%,76.80%,69.70%,,68.10%,57.90%,76.50%,73.50%,66.80%,Well-organized,Strong,Strong,Strong,Strong,Strong,Strong,32.80%,57.70%,1.2,1.4,95.70%,96%,96.20%,95.90%,No,No,
610012,Edward Jenner Elementary Academy of the Arts,60610,6,Scantron,Above Average,60.50%,50%,65.50%,50%,56.70%,60.70%,64.30%,58.10%,62.50%,62.10%,46.40%,70%,76.70%,58.60%,62.90%,Far Below Average,22.20%,16%,24.10%,10%,6.50%,20%,27.60%,17.20%,8%,34.50%,23.30%,15.60%,41.90%,36.70%,27.10%,57.80%,,,36.50%,,58.10%,63.30%,,,67.90%,,62.90%,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Weak,100%,,3.5,,88.90%,92%,94.80%,94%,No,No,
610013,Pilsen Elementary Community Academy,60608,1,Scantron,Average,47.70%,60.60%,34%,42.60%,45.90%,56.50%,,45.60%,83.80%,26.40%,55.60%,44.40%,45.50%,,49.70%,Far Below Average,29.30%,23.70%,15.80%,25.50%,32.40%,33.30%,,24.60%,57.90%,19.60%,33.30%,35.10%,29.20%,,34%,,44.40%,,,44.70%,44.90%,,50%,,67.70%,56.50%,49.20%,Not Yet Organized,Neutral,Weak,Weak,Weak,Neutral,Neutral,16.70%,16.40%,1.4,1.2,96%,93.10%,96.70%,97.40%,Pending,No,
610015,Joseph Jungman Elementary School,60608,0,Scantron,Average,54.60%,50%,55.60%,57.10%,75%,66.70%,57.10%,59%,42.90%,38.90%,42.90%,71.40%,56.30%,64.30%,50%,Below Average,32.50%,48.30%,21.10%,32.10%,33.30%,44.40%,50%,38.10%,27.60%,10.50%,21.40%,33.30%,33.30%,42.90%,27%,,58.80%,,,59.40%,59.20%,,49.10%,,,38.70%,49.10%,Moderately Organized,Not Enough Data,Neutral,Neutral,Not Enough Data,Not Enough Data,Neutral,21.10%,24.60%,4,3,96.40%,95.40%,96.30%,96.40%,No,No,
610016,Kate S Kellogg Elementary School,60620,0,NWEA,Above Average,68.40%,61.10%,82.60%,67.90%,75%,63.30%,69.70%,69.10%,62.90%,87%,71.40%,63%,56.70%,69.70%,67.60%,Above Average,64.70%,62.20%,76%,48.30%,83.30%,81.30%,88.20%,73.30%,54.10%,56%,37.90%,83.30%,56.30%,50%,56.10%,67.40%,,73.30%,74.20%,,69%,67.70%,,56.70%,63.30%,,67.50%,Moderately Organized,Not Enough Data,Neutral,Neutral,Not Enough Data,Not Enough Data,Strong,86.10%,90%,1.5,1.6,96.30%,96.90%,95.40%,95.20%,No,No,
610017,Maria Saucedo Elementary Scholastic Academy,60623,0,Scantron,Above Average,66.70%,71.60%,44.60%,50.40%,51.80%,69.80%,60.80%,58.20%,87.90%,66.90%,56.80%,83.60%,89.60%,67.20%,75.10%,Average,51.60%,34%,37.20%,30.80%,36%,58.50%,57.50%,41.60%,58.90%,58.70%,39.80%,58.60%,84%,75%,61.60%,,58%,,57.50%,61.20%,58.40%,,75.60%,,82.50%,86.20%,74.90%,Partially Organized,Neutral,Neutral,Neutral,Weak,Neutral,Neutral,5.80%,11.60%,4.5,5.1,96.80%,95.70%,96.90%,96.80%,No,No,
610018,Miriam G Canter Middle School,60615,2,Scantron,Below Average,43.90%,,,,,40.50%,51.90%,46.30%,,,,,31.80%,46.70%,40.40%,Below Average,36.40%,,,,,35.60%,39.20%,37.60%,,,,,33.90%,35.60%,35%,46.30%,,,,,44.80%,38.90%,,,,,41.50%,Well-organized,Strong,Not Enough Data,Not Enough Data,Strong,Strong,Not Enough Data,96.60%,,2.9,,91.40%,92.70%,95.70%,95.50%,Yes,No,
610019,Joshua D Kershaw Elementary School,60621,0,Scantron,Far Above Average,94.10%,87.50%,93.30%,100%,95.80%,100%,90.50%,94.50%,91.70%,93.30%,100%,100%,88.50%,90.50%,93.80%,Far Above Average,80.60%,66.70%,64.50%,70%,83.30%,77.80%,90.50%,74.80%,79.20%,80.60%,95%,95.80%,77.80%,95.20%,86.40%,94.40%,,,,,94.20%,93.70%,,,,,93.50%,Well-organized,Strong,Strong,Neutral,Neutral,Strong,Strong,94.70%,87.10%,2.1,2.1,94.80%,93.30%,96%,94.90%,No,No,
610020,Francis Scott Key Elementary School,60644,0,Scantron,Above Average,58.60%,59.10%,57.10%,42.90%,61.80%,42.90%,63.60%,55%,95.50%,60%,53.60%,52.80%,63%,59.40%,62.20%,Far Below Average,28.80%,42.30%,27.80%,13.30%,15.80%,22.60%,32.40%,25.10%,76.90%,36.10%,23.30%,21.10%,19.40%,27.30%,32.50%,54.70%,,,45%,,55.40%,62.40%,,,65%,,62.90%,Organized,Neutral,Neutral,Neutral,Strong,Neutral,Weak,76.10%,64.70%,1.6,2.3,91.90%,93.40%,94%,95.30%,No,No,
610021,Pablo Casals Elementary School,60651,6,Scantron,Above Average,61.80%,34.10%,41.50%,64.40%,60.50%,60.50%,54.10%,52.40%,60.90%,44.40%,93.60%,80.50%,85%,61.10%,71%,Below Average,41.70%,20.80%,25.50%,26.50%,21.70%,48.70%,35.70%,29.20%,32.70%,36%,73.50%,70.50%,65.90%,50%,54.20%,52.20%,51.40%,,34.40%,,52.60%,65.50%,77.70%,,82.90%,,70.90%,Well-organized,Strong,Neutral,Neutral,Strong,Strong,Neutral,95%,59%,1.8,1.5,92%,92%,95.90%,95.20%,No,No,
610056,Roswell B Mason Elementary School,60623,3,Scantron,Average,47.60%,35.60%,45%,75.60%,55.30%,58.30%,69.80%,56.30%,20%,37.50%,59.50%,25.50%,28.90%,64.30%,39%,Far Below Average,22.60%,12.20%,19%,29.50%,24.50%,34.10%,46.70%,27.40%,8.50%,21.40%,24.40%,10.20%,14.30%,29.50%,17.80%,56.80%,,,35.30%,,56.20%,39.30%,,,25.70%,,38.70%,Well-organized,Neutral,Strong,Strong,Strong,Strong,Neutral,58.90%,71.10%,1.9,2.4,92.40%,92.40%,95%,95.90%,No,No,
610022,Joyce Kilmer Elementary School,60626,1,Scantron,Below Average,44.10%,49.30%,54.70%,40.80%,37.30%,42.90%,40.50%,44.70%,51.50%,65.60%,35.50%,30%,22.90%,46.40%,43.50%,Below Average,34%,32.50%,41.70%,28.90%,25.40%,29.30%,32.70%,32%,32.10%,48.60%,26%,35.90%,36.80%,38.20%,36%,42.50%,44.90%,,20.60%,41.10%,45.30%,36.80%,43.60%,,36.10%,49.50%,43.40%,Partially Organized,Not Enough Data,Weak,Weak,Not Enough Data,Not Enough Data,Neutral,42.80%,41.80%,2.1,2.4,96%,93.40%,96.90%,95.30%,No,No,
610023,William H King Elementary School,60612,6,Scantron,Above Average,60.60%,60%,76.20%,57.10%,71.40%,73.70%,81%,69.50%,54.20%,36.80%,69.60%,37.50%,42.90%,61.10%,51.20%,Below Average,33.20%,3.70%,54.50%,40.90%,27.30%,28.60%,22.70%,28.70%,8%,47.60%,43.50%,42.10%,32%,63.20%,37.90%,72.80%,61.80%,,,,68.50%,50.60%,56.30%,,,,50.80%,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Weak,98.20%,77.40%,2.4,2.5,92.40%,90.50%,95.10%,92.90%,No,No,
610024,Lazaro Cardenas Elementary School,60623,0,Scantron,Average,50.80%,44.90%,,,,,,44.90%,56.80%,,,,,,56.80%,Below Average,33.20%,28.60%,,,,,,28.60%,37.80%,,,,,,37.80%,,44.80%,,,56.60%,44.90%,,56.90%,,,62.30%,56.80%,Well-organized,Strong,Not Enough Data,Not Enough Data,Strong,Strong,Not Enough Data,,,,,96.30%,94.40%,98.50%,97.60%,Pending,No,
